employee_id,employee_name,employment_status,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,manager,monthly_gross_bdt,annual_total_reward_bdt,compa_ratio,goal_completion_percent,overall_performance_score,performance_rating,potential,promotion_readiness,leave_transactions,approved_leave_days,training_programs,training_hours,training_cost_bdt,average_training_feedback,average_pre_assessment,average_post_assessment,assessment_improvement,exit_type,exit_reason,regrettable_exit,tenure_at_exit_years
MG-GZP-IT-0196,Nazmul Mia,Active at FY2025 year-end,Male,29,25-34,Rajshahi,No,Master,Information Technology,information_technology,CC-108,Software Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-11-09,,Tanjina Akter,87500,1258200,0.97222222,95.2,88.5,Meets Expectations,Medium,Ready in 1-2 Years,3,7.0,3,16.0,3555.0,4.03,59.0,78.33,19.33,,,,
MG-GZP-IT-0243,Rakib Rahman,Active at FY2025 year-end,Male,33,25-34,Rangpur,No,Master,Information Technology,information_technology,CC-108,Senior IT Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-27,,Sabbir Hossain,93000,1285200,1.32857143,109.5,101.2,Outstanding,Medium,Ready in 1-2 Years,2,4.0,1,12.0,949.0,4.1,68.0,83.0,15.0,,,,
MG-GZP-IT-0414,Hasan Ahmed,Active at FY2025 year-end,Male,41,35-44,Dhaka,No,Master,Information Technology,information_technology,CC-108,Software Engineer,Executive,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-08-10,,Sabbir Hossain,114000,1482000,1.26666667,90.8,89.6,Meets Expectations,Medium,Ready in 1-2 Years,2,4.0,5,31.0,7751.0,4.12,58.0,73.8,15.8,,,,
MG-GZP-LGL-0393,Sharmeen Sultana,Active at FY2025 year-end,Female,55,45+,Rajshahi,No,Master,Legal & Compliance,legal_and_compliance,CC-111,Senior Manager - Legal,Senior Manager,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-11,,Barrister Nafisa Karim,301000,4214000,1.4,58,69.8,Partially Meets,Medium,Develop in Current Role,4,8.0,4,40.0,6615.0,4.1,61.5,77.75,16.25,,,,
MG-GZP-LGL-0402,Rifat Akter,Active at FY2025 year-end,Female,27,25-34,Dhaka,No,Bachelor,Legal & Compliance,legal_and_compliance,CC-111,Senior Legal Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-06-28,,Shamim Ahmed,84000,1208400,1.2,69,67.9,Needs Improvement,Medium,Develop in Current Role,0,0.0,1,8.0,2416.0,4.5,55.0,67.0,12.0,,,,
MG-GZP-LGL-0498,Mst. Roksana Ahmed,Separated during FY2025,Female,,,,,,Legal & Compliance,legal_and_compliance,CC-111,Senior Legal Officer,Senior Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-02-14,2025-12-08,Barrister Nafisa Karim,,,,,,,,,3,7.0,3,18.0,3899.0,4.23,51.33,60.67,9.34,Voluntary,Compensation & Benefits,Yes,0.81
MG-GZP-PRD-0006,Jahid Chowdhury,Active at FY2025 year-end,Male,22,Under 25,Dhaka,No,Bachelor,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-13,,Abdul Karim,43000,626500,1.17808219,107.6,95.9,Exceeds Expectations,Medium,Ready in 1-2 Years,3,5.0,3,22.0,6271.0,4.33,54.0,69.33,15.33,,,,
MG-GZP-PRD-0011,Mehedi Jahan,Active at FY2025 year-end,Male,28,25-34,Sylhet,No,Bachelor,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-06-02,,Abdul Karim,93000,1336400,1.03333333,95.4,88.2,Meets Expectations,Medium,Ready in 1-2 Years,1,2.0,2,20.0,3008.0,4.1,62.5,78.0,15.5,,,,
MG-GZP-PRD-0033,Sabbir Bhuiyan,Active at FY2025 year-end,Male,44,35-44,Rajshahi,No,Bachelor,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-10-05,,Md. Shahidul Islam,84500,1257500,0.93888889,80.5,85.5,Meets Expectations,Medium,Ready in 1-2 Years,3,6.0,3,34.0,2620.0,4.07,64.33,86.0,21.67,,,,
MG-GZP-PRD-0055,Nazmul Mahmud,Active at FY2025 year-end,Male,47,45+,Khulna,No,Master,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-09-30,,Md. Shahidul Islam,184500,2729700,0.85813953,107.3,93.7,Exceeds Expectations,High,Ready Now,3,5.0,1,4.0,1845.0,3.5,42.0,74.0,32.0,,,,
MG-GZP-PRD-0061,Ashik Noor,Separated during FY2025,Male,,,,,,Production,production,CC-101,Production Executive,Executive,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-05,2025-03-06,Md. Shahidul Islam,,,,,,,,,4,9.0,1,6.0,1135.0,4.1,55.0,73.0,18.0,Voluntary,Personal / Family Reasons,No,3.16
MG-GZP-PRD-0064,Shakil Khatun,Separated during FY2025,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-14,2025-06-13,Abdul Karim,,,,,,,,,4,10.0,2,24.0,3400.0,4.5,54.0,54.0,0.0,Involuntary,End of Contract,No,4.25
MG-GZP-PRD-0070,Nusrat Mahmud,Active at FY2025 year-end,Female,29,25-34,Rangpur,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-12-23,,Md. Shahidul Islam,31500,444900,1.18867925,102.9,92.7,Exceeds Expectations,Medium,Ready in 1-2 Years,2,2.0,2,10.0,4019.0,3.9,66.0,81.0,15.0,,,,
MG-GZP-PRD-0072,Samira Noor,Active at FY2025 year-end,Female,33,25-34,Chattogram,No,Master,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-31,,Md. Shahidul Islam,60000,864600,0.85714286,91.5,84.3,Meets Expectations,Medium,Ready in 1-2 Years,2,7.0,1,8.0,1098.0,3.6,46.0,68.0,22.0,,,,
MG-GZP-PRD-0074,Sharmin Chowdhury,Active at FY2025 year-end,Female,25,25-34,Dhaka,No,Diploma,Production,production,CC-101,Shift Officer,Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-08-30,,Md. Shahidul Islam,39500,513500,0.76699029,101.7,91.6,Exceeds Expectations,High,Ready Now,3,124.0,2,20.0,4196.0,4.2,48.0,60.5,12.5,,,,
MG-GZP-PRD-0078,Mahmud Hasan,Active at FY2025 year-end,Male,27,25-34,Chattogram,No,Master,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-17,,Abdul Karim,70000,1009100,1,113.9,102.3,Outstanding,Medium,Ready in 1-2 Years,4,10.0,1,6.0,2110.0,4.7,58.0,76.0,18.0,,,,
MG-GZP-PRD-0082,Ashik Jahan,Active at FY2025 year-end,Male,25,25-34,Dhaka,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-06,,Abdul Karim,32500,509500,1.22641509,98.9,92.8,Exceeds Expectations,Low,Develop in Current Role,4,16.0,4,27.0,7852.0,4.12,65.75,85.25,19.5,,,,
MG-GZP-PRD-0096,Rashed Mia,Active at FY2025 year-end,Male,39,35-44,Dhaka,No,SSC,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-16,,Abdul Karim,25000,369300,0.94339623,65.6,74.6,Partially Meets,High,Develop in Current Role,2,6.0,3,24.0,3851.0,4.1,54.33,63.33,9.0,,,,
MG-GZP-PRD-0106,Mahmud Ahmed,Active at FY2025 year-end,Male,32,25-34,Khulna,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-09-03,,Abdul Karim,62500,934000,1.21359223,116.3,100.1,Outstanding,Medium,Ready in 1-2 Years,2,2.0,2,20.0,2405.0,3.7,58.5,76.5,18.0,,,,
MG-GZP-PRD-0112,Ashik Sarker,Active at FY2025 year-end,Male,21,Under 25,Rajshahi,No,Bachelor,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-04-13,,Abdul Karim,43500,609300,1.19178082,83.5,83.9,Meets Expectations,High,Ready in 1-2 Years,2,1.0,6,62.0,9866.0,4.4,62.67,77.83,15.16,,,,
MG-GZP-PRD-0118,Jahid Islam,Active at FY2025 year-end,Male,24,Under 25,Dhaka,No,Diploma,Production,production,CC-101,Shift Officer,Officer,Probation,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-04,,Abdul Karim,55000,715000,1.06796117,59.9,69.8,Partially Meets,High,Develop in Current Role,4,12.0,4,25.0,6484.0,3.75,62.25,72.0,9.75,,,,
MG-GZP-PRD-0119,Sumaiya Khatun,Active at FY2025 year-end,Female,27,25-34,Rajshahi,No,Diploma,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-04-24,,Md. Shahidul Islam,29500,433900,0.80821918,93.3,86.1,Meets Expectations,Medium,Ready in 1-2 Years,1,3.0,3,19.0,3733.0,4.6,60.0,75.33,15.33,,,,
MG-GZP-PRD-0133,Shakil Uddin,Active at FY2025 year-end,Male,28,25-34,Dhaka,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-08-24,,Abdul Karim,67000,963900,0.95714286,64.2,68.5,Partially Meets,High,Develop in Current Role,4,9.0,3,26.0,4137.0,4.57,58.67,61.67,3.0,,,,
MG-GZP-PRD-0137,Rifat Rashid,Active at FY2025 year-end,Female,34,25-34,Dhaka,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Intern,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-10,,Abdul Karim,33000,429000,0.90410959,115,102.5,Outstanding,Medium,Ready in 1-2 Years,3,6.0,2,14.0,3088.0,4.1,57.5,74.5,17.0,,,,
MG-GZP-PRD-0146,Asif Jahan,Active at FY2025 year-end,Male,28,25-34,Dhaka,No,Bachelor,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-01-06,,Abdul Karim,40500,590200,1.10958904,77.3,80.4,Meets Expectations,Medium,Ready in 1-2 Years,3,8.0,3,24.0,5117.0,4.43,57.0,70.33,13.33,,,,
MG-GZP-PRD-0156,Rafiq Uddin,Active at FY2025 year-end,Male,38,35-44,Rangpur,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-02-18,,Md. Shahidul Islam,65000,935700,0.92857143,87.8,88.9,Meets Expectations,Low,Develop in Current Role,2,5.0,2,16.0,3334.0,4.45,72.0,89.0,17.0,,,,
MG-GZP-PRD-0165,Saiful Akter,Separated during FY2025,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-16,2025-08-21,Abdul Karim,,,,,,,,,3,5.0,1,8.0,2174.0,4.6,64.0,75.0,11.0,Voluntary,Relocation,No,5.1
MG-GZP-PRD-0172,Raisa Talukder,Active at FY2025 year-end,Female,28,25-34,Rangpur,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-08-20,,Abdul Karim,23000,353800,0.86792453,84.5,86,Meets Expectations,Low,Develop in Current Role,0,0.0,3,24.0,4884.0,4.3,64.67,77.0,12.33,,,,
MG-GZP-PRD-0180,Lubna Sarker,Active at FY2025 year-end,Not Disclosed,26,25-34,Rangpur,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-08-20,,Md. Shahidul Islam,37500,585800,1.02739726,97.1,95.8,Exceeds Expectations,Medium,Ready in 1-2 Years,1,3.0,2,10.0,3831.0,4.6,54.5,59.0,4.5,,,,
MG-GZP-PRD-0182,Md. Karim Islam,Active at FY2025 year-end,Male,34,25-34,Chattogram,No,Master,Production,production,CC-101,Plant Operations Manager,Manager,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-09-14,,Abdul Karim,131500,1775200,0.93928571,83.9,84.7,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,4,36.0,7821.0,4.35,66.0,79.0,13.0,,,,
MG-GZP-PRD-0190,Fahim Mahmud,Separated during FY2025,Male,,,,,,Production,production,CC-101,Production Executive,Executive,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-06,2025-01-19,Abdul Karim,,,,,,,,,4,9.0,0,0.0,0.0,,,,,Involuntary,Retirement,No,3.87
MG-GZP-PRD-0195,Farhan Bhuiyan,Active at FY2025 year-end,Male,41,35-44,Sylhet,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-12,,Md. Shahidul Islam,107500,1590800,1.19444444,100.3,94.3,Exceeds Expectations,Low,Develop in Current Role,2,4.0,3,24.0,3794.0,4.07,64.33,77.0,12.67,,,,
MG-GZP-PRD-0199,Jahid Hasan,Active at FY2025 year-end,Male,24,Under 25,Dhaka,No,Diploma,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-06,,Abdul Karim,27000,397500,0.73972603,96.9,92.4,Exceeds Expectations,Medium,Ready in 1-2 Years,0,0.0,2,28.0,2896.0,4.1,61.5,73.5,12.0,,,,
MG-GZP-PRD-0202,Nadia Noor,Active at FY2025 year-end,Female,37,35-44,Khulna,No,Master,Production,production,CC-101,Shift Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-06-20,,Md. Shahidul Islam,37000,520000,0.7184466,82.3,81.7,Meets Expectations,Low,Develop in Current Role,2,5.0,0,0.0,0.0,,,,,,,,
MG-GZP-PRD-0210,Rakib Rahman,Separated during FY2025,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-12-15,2025-10-24,Md. Shahidul Islam,,,,,,,,,3,14.0,3,28.0,5499.0,4.53,50.33,70.33,20.0,Involuntary,End of Contract,No,5.86
MG-GZP-PRD-0214,Tareq Khan,Active at FY2025 year-end,Male,24,Under 25,Rajshahi,No,Diploma,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-04-01,,Md. Shahidul Islam,52000,754400,1.00970874,67.4,72.8,Partially Meets,Medium,Develop in Current Role,1,2.0,2,16.0,2232.0,4.35,65.0,85.5,20.5,,,,
MG-GZP-PRD-0215,Zahid Haque,Active at FY2025 year-end,Male,45,45+,Khulna,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-15,,Md. Shahidul Islam,25000,370600,0.94339623,97.2,92.9,Exceeds Expectations,Medium,Ready in 1-2 Years,3,19.0,3,24.0,5483.0,4.3,57.67,66.0,8.33,,,,
MG-GZP-PRD-0227,Ashik Karim,Separated during FY2025,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-01-30,2025-09-16,Abdul Karim,,,,,,,,,1,3.0,1,8.0,1207.0,4.1,52.0,76.0,24.0,Involuntary,End of Contract,No,7.63
MG-GZP-PRD-0228,Shuvo Ahmed,Active at FY2025 year-end,Male,27,25-34,Rangpur,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-10-19,,Md. Shahidul Islam,49000,684400,0.95145631,98.1,94.5,Exceeds Expectations,Low,Develop in Current Role,2,6.0,2,12.0,2140.0,3.9,60.0,76.5,16.5,,,,
MG-GZP-PRD-0231,Shafiq Sultana,Separated during FY2025,Male,,,,,,Production,production,CC-101,Shift Supervisor,Senior Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-20,2025-10-12,Md. Shahidul Islam,,,,,,,,,0,0.0,2,14.0,3572.0,4.0,62.0,81.5,19.5,Voluntary,Higher Study,No,5.56
MG-GZP-PRD-0233,Saiful Alam,Active at FY2025 year-end,Male,33,25-34,Chattogram,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-08-08,,Abdul Karim,44500,666800,1.21917808,95.7,91.1,Exceeds Expectations,Medium,Ready in 1-2 Years,3,3.0,1,6.0,1215.0,4.8,59.0,82.0,23.0,,,,
MG-GZP-PRD-0238,Shuvo Khan,Active at FY2025 year-end,Male,35,35-44,Khulna,No,Professional Certification,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-12,,Md. Shahidul Islam,71500,1030600,0.79444444,106,96.3,Exceeds Expectations,Medium,Ready in 1-2 Years,4,11.0,2,24.0,2997.0,4.4,56.0,68.5,12.5,,,,
MG-GZP-PRD-0240,Mahmud Rashid,Separated during FY2025,Male,,,,,,Production,production,CC-101,Plant Operations Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-10-02,2025-10-22,Abdul Karim,,,,,,,,,3,4.0,0,0.0,0.0,,,,,Voluntary,Compensation & Benefits,No,6.06
MG-GZP-PRD-0245,Farzana Haque,Active at FY2025 year-end,Female,31,25-34,Dhaka,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-08-02,,Md. Shahidul Islam,76000,1095200,0.84444444,79,78.9,Meets Expectations,Medium,Ready in 1-2 Years,1,2.0,1,12.0,485.0,4.6,54.0,73.0,19.0,,,,
MG-GZP-PRD-0247,Shakil Talukder,Active at FY2025 year-end,Male,34,25-34,Dhaka,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-01-26,,Md. Shahidul Islam,55500,772500,1.0776699,96.5,94.2,Exceeds Expectations,Low,Develop in Current Role,0,0.0,4,38.0,5818.0,4.4,60.75,82.0,21.25,,,,
MG-GZP-PRD-0256,Jahid Haque,Active at FY2025 year-end,Male,22,Under 25,Khulna,No,Diploma,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-12-20,,Md. Shahidul Islam,43000,624300,1.17808219,86.3,82.9,Meets Expectations,Medium,Ready in 1-2 Years,3,9.0,1,8.0,1726.0,4.3,47.0,55.0,8.0,,,,
MG-GZP-PRD-0258,Nazmul Hasan,Separated during FY2025,Male,,,,,,Production,production,CC-101,Production Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-30,2025-03-04,Md. Shahidul Islam,,,,,,,,,2,3.0,0,0.0,0.0,,,,,Voluntary,Compensation & Benefits,Yes,4.09
MG-GZP-PRD-0266,Farhan Islam,Active at FY2025 year-end,Male,41,35-44,Dhaka,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-03-02,,Abdul Karim,32500,493300,1.22641509,90.8,91.7,Exceeds Expectations,Low,Develop in Current Role,2,4.0,4,34.0,4319.0,4.42,52.25,69.75,17.5,,,,
MG-GZP-PRD-0272,Arif Rashid,Active at FY2025 year-end,Male,42,35-44,Khulna,No,SSC,Production,production,CC-101,Production Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-12-27,,Abdul Karim,21500,279500,0.81132075,101,91.6,Exceeds Expectations,Medium,Ready in 1-2 Years,3,5.0,4,32.0,6270.0,4.45,67.75,83.25,15.5,,,,
MG-GZP-PRD-0290,Shakil Karim,Active at FY2025 year-end,Male,40,35-44,Dhaka,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-08-06,,Abdul Karim,85500,1225600,1.22142857,88,88.4,Meets Expectations,Medium,Ready in 1-2 Years,2,11.0,2,24.0,3353.0,4.3,72.0,89.0,17.0,,,,
MG-GZP-PRD-0302,Mehedi Bhuiyan,Active at FY2025 year-end,Male,51,45+,Dhaka,No,Master,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-07-30,,Md. Shahidul Islam,216500,3080600,1.00697674,86.6,84.4,Meets Expectations,Medium,Ready in 1-2 Years,3,6.0,4,38.0,8739.0,4.17,62.75,76.25,13.5,,,,
MG-GZP-PRD-0307,Sabbir Noor,Active at FY2025 year-end,Male,31,25-34,Dhaka,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-09-23,,Abdul Karim,24000,354600,0.90566038,86,83.5,Meets Expectations,Medium,Ready in 1-2 Years,2,7.0,1,4.0,2359.0,4.5,79.0,98.0,19.0,,,,
MG-GZP-PRD-0315,Tareq Haque,Active at FY2025 year-end,Male,41,35-44,Chattogram,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-05-27,,Abdul Karim,78500,1126400,1.12142857,100.5,87.3,Meets Expectations,Low,Develop in Current Role,2,5.0,2,18.0,2729.0,4.25,57.5,74.0,16.5,,,,
MG-GZP-PRD-0316,Tareq Ferdous,Active at FY2025 year-end,Male,28,25-34,Chattogram,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-14,,Md. Shahidul Islam,19500,291400,0.73584906,104.5,95.1,Exceeds Expectations,Medium,Ready in 1-2 Years,2,8.0,2,12.0,2133.0,4.5,63.5,75.5,12.0,,,,
MG-GZP-PRD-0322,Mehedi Mia,Separated during FY2025,Male,,,,,,Production,production,CC-101,Shift Officer,Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-11,2025-08-28,Abdul Karim,,,,,,,,,2,4.0,4,38.0,6548.0,4.15,63.0,80.5,17.5,Involuntary,Disciplinary,No,2.8
MG-GZP-PRD-0325,Nayeem Rahman,Active at FY2025 year-end,Male,35,35-44,Sylhet,No,Master,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-13,,Md. Shahidul Islam,72000,1035000,0.8,106.1,96.8,Exceeds Expectations,Medium,Ready in 1-2 Years,2,6.0,2,16.0,3303.0,4.2,55.5,61.5,6.0,,,,
MG-GZP-PRD-0326,Farhan Hasan,Separated during FY2025,Male,,,,,,Production,production,CC-101,Shift Officer,Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-03-08,2025-11-11,Abdul Karim,,,,,,,,,3,14.0,0,0.0,0.0,,,,,Voluntary,Better Career Opportunity,Yes,8.68
MG-GZP-PRD-0346,Samira Rahman,Active at FY2025 year-end,Female,40,35-44,Dhaka,No,Master,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-04,,Md. Shahidul Islam,98500,1360300,1.09444444,71,74.7,Partially Meets,Medium,Develop in Current Role,2,9.0,2,12.0,2934.0,4.7,53.0,73.5,20.5,,,,
MG-GZP-PRD-0348,Imran Noor,Active at FY2025 year-end,Male,30,25-34,Rajshahi,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-07-01,,Abdul Karim,33500,490500,1.26415094,78.3,82.5,Meets Expectations,Medium,Ready in 1-2 Years,2,4.0,3,32.0,4405.0,4.2,66.0,75.67,9.67,,,,
MG-GZP-PRD-0353,Farhan Islam,Active at FY2025 year-end,Male,29,25-34,Rajshahi,No,HSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-23,,Md. Shahidul Islam,33000,482100,1.24528302,125,111.8,Outstanding,Low,Develop in Current Role,0,0.0,3,26.0,4039.0,4.27,53.0,73.0,20.0,,,,
MG-GZP-PRD-0368,Farzana Haque,Active at FY2025 year-end,Female,40,35-44,Rangpur,No,SSC,Production,production,CC-101,Machine Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-07-25,,Abdul Karim,25000,337500,0.94339623,80.5,81.8,Meets Expectations,Medium,Ready in 1-2 Years,4,7.0,4,48.0,4501.0,4.17,63.25,74.5,11.25,,,,
MG-GZP-PRD-0373,Jahid Rashid,Active at FY2025 year-end,Male,46,45+,Dhaka,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-08-21,,Md. Shahidul Islam,24000,354600,0.90566038,96.3,90.7,Exceeds Expectations,Medium,Ready in 1-2 Years,1,3.0,1,8.0,1064.0,4.4,63.0,85.0,22.0,,,,
MG-GZP-PRD-0375,Asif Khatun,Active at FY2025 year-end,Male,44,35-44,Mymensingh,No,HSC,Production,production,CC-101,Production Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-10-05,,Abdul Karim,29500,398200,1.11320755,95.3,88.2,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,2,9.0,2888.0,4.25,62.0,62.0,0.0,,,,
MG-GZP-PRD-0376,Saiful Islam,Separated during FY2025,Male,,,,,,Production,production,CC-101,Senior Manager - Production,Senior Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-11-06,2025-01-30,Abdul Karim,,,,,,,,,2,8.0,0,0.0,0.0,,,,,Voluntary,Better Career Opportunity,No,1.23
MG-GZP-PRD-0383,Jannatul Bhuiyan,Active at FY2025 year-end,Female,32,25-34,Mymensingh,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-03-27,,Abdul Karim,73500,1132400,1.05,91.7,86.2,Meets Expectations,Medium,Ready in 1-2 Years,2,3.0,4,30.0,6395.0,4.58,54.25,65.5,11.25,,,,
MG-GZP-PRD-0390,Mahmud Sarker,Active at FY2025 year-end,Male,41,35-44,Rajshahi,No,Bachelor,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-19,,Abdul Karim,80500,1194800,0.89444444,94.5,88.6,Meets Expectations,Medium,Ready in 1-2 Years,4,4.0,4,24.0,6552.0,4.02,57.75,74.25,16.5,,,,
MG-GZP-PRD-0401,Mahmud Bhuiyan,Active at FY2025 year-end,Male,30,25-34,Rajshahi,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-10-19,,Abdul Karim,36000,526800,0.98630137,85.1,87,Meets Expectations,Medium,Ready in 1-2 Years,3,8.0,0,0.0,0.0,,,,,,,,
