Program ID,Program Name,Category,Training Date,Employee ID,Employee Name,Department,Job Level,Mode,Provider,Venue,Hours,Completion Status,Pre-Assessment Score,Post-Assessment Score,Feedback Rating,Cost (BDT),Mandatory
TRN-017,GMP & Hygiene,Quality,2025-10-23,MG-DHK-CST-0367,Nadia Alam,Corporate Strategy,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,60,80,4.4,1231,Yes
TRN-017,GMP & Hygiene,Quality,2025-10-23,MG-DHK-HRA-0191,Tanvir Mahmud,HR & Administration,Senior Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,63,69,4.6,2040,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-SAM-0031,Saiful Karim,Sales & Marketing,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,73,97,4,1230,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-CUS-0200,Afroza Islam,Customer Service,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Not Completed,76,76,4.1,688,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-SCL-0014,Mahmud Hasan,Supply Chain & Logistics,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,68,98,4.2,1334,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-HRA-0125,Kamrul Kabir,HR & Administration,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,53,69,4.2,2179,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-FIN-0127,Ayesha Bhuiyan,Finance & Accounts,Senior Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,67,84,3.8,472,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-SAM-0264,Sabbir Chowdhury,Sales & Marketing,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,62,85,4.4,1425,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-PRD-0427,Shafiq Alam,Production,Senior Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,62,73,5,1502,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-IT-0207,Rafiq Hossain,Information Technology,Junior Staff,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,53,63,3.8,811,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-SCL-0431,Farhan Hossain,Supply Chain & Logistics,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,66,87,4.1,1025,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-SAM-0094,Farhan Hasan,Sales & Marketing,Worker,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,77,87,4.5,766,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-HRA-0162,Rumana Haque,HR & Administration,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,54,64,4,2456,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-SCL-0419,Fahim Akter,Supply Chain & Logistics,Worker,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,66,86,3.8,1133,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-PRD-0184,Ahsan Mia,Production,Junior Staff,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,68,92,3.9,1352,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-FIN-0475,Farhan Hasan,Finance & Accounts,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,78,98,4.2,959,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-PRD-0488,Rafiq Hossain,Production,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,45,52,4.3,2239,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-PRD-0083,Farhan Rahman,Production,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,54,80,4.3,1060,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-HRA-0363,Ishrat Ahmed,HR & Administration,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,78,89,4.9,430,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-FIN-0032,Ishrat Mahmud,Finance & Accounts,Junior Staff,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,55,70,4.1,645,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-PRD-0385,Rakib Chowdhury,Production,Worker,In-person,Internal QA,Gazipur Manufacturing Unit,6,Not Completed,69,69,4.6,2363,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-SAM-0142,Md. Rahim Talukder,Sales & Marketing,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,59,68,4.2,2117,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-CST-0113,Sharmin Mia,Corporate Strategy,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,48,64,4.1,521,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-CST-0267,Saiful Rahman,Corporate Strategy,Senior Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,54,61,4,966,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-SAM-0262,Zahid Noor,Sales & Marketing,Senior Manager,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,53,77,3.7,419,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-SCL-0063,Md. Karim Noor,Supply Chain & Logistics,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,80,98,4.8,636,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-CST-0221,Arif Mia,Corporate Strategy,Senior Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,71,98,3.9,1883,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-SAM-0057,Sabbir Rahman,Sales & Marketing,Head,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,56,68,3.9,500,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-CTG-CUS-0066,Nusrat Alam,Customer Service,Executive,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,65,82,4.4,1067,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-LGL-0498,Mst. Roksana Ahmed,Legal & Compliance,Senior Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,55,66,4.3,2171,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-PRD-0215,Zahid Haque,Production,Worker,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,72,81,4.1,2017,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-PRD-0315,Tareq Haque,Production,Senior Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,60,81,4,1993,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-RAJ-ENG-0216,Sabbir Ahmed,Engineering & Maintenance,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,59,85,5,2441,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-CUS-0305,Sharmeen Talukder,Customer Service,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,59,70,5,2412,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-QAS-0387,Riyad Akter,Quality Assurance,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,66,87,4.6,688,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-PRD-0070,Nusrat Mahmud,Production,Worker,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,69,95,3.7,2003,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-QAS-0338,Tareq Rashid,Quality Assurance,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,57,76,4,723,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-PRO-0088,Tareq Bhuiyan,Procurement,Officer,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,72,94,3.8,1338,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-SAM-0129,Kamrul Uddin,Sales & Marketing,Junior Staff,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,69,85,4.4,1881,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-QAS-0168,Sadia Mahmud,Quality Assurance,Worker,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,53,58,4.7,1902,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-PRD-0166,Jahid Mahmud,Production,Senior Manager,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,70,87,4.1,2343,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-DHK-SAM-0412,Md. Rahim Uddin,Sales & Marketing,Junior Staff,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,45,59,4.2,725,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-NGJ-PRD-0285,Asif Talukder,Production,Manager,In-person,Internal QA,Gazipur Manufacturing Unit,6,Not Completed,53,53,4,1284,Yes
TRN-018,GMP & Hygiene,Quality,2025-07-19,MG-GZP-PRD-0182,Md. Karim Islam,Production,Manager,In-person,Internal QA,Gazipur Manufacturing Unit,6,Completed,63,79,4,2149,Yes
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-NGJ-PRD-0226,Sabbir Chowdhury,Production,Worker,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,60,71,3.9,1392,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-IT-0479,Sumaiya Haque,Information Technology,Junior Staff,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,44,59,4.5,1508,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-SAM-0298,Hasan Uddin,Sales & Marketing,Junior Staff,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,56,75,5,976,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-GZP-SAM-0142,Md. Rahim Talukder,Sales & Marketing,Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,59,68,4.5,1300,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-IT-0310,Sabbir Rahman,Information Technology,Junior Staff,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,54,70,4.2,1600,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-CTG-SCL-0304,Sabbir Mahmud,Supply Chain & Logistics,Worker,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,70,76,4.4,1637,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-GZP-PRD-0033,Sabbir Bhuiyan,Production,Executive,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,58,78,4.3,691,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-GZP-ENG-0071,Sanjida Bhuiyan,Engineering & Maintenance,Worker,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,48,66,3.9,772,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-SAM-0358,Rakib Noor,Sales & Marketing,Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,67,79,4.1,2167,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-CTG-QAS-0042,Hasan Kabir,Quality Assurance,Executive,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,64,74,3.6,401,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-NGJ-PRD-0189,Nazmul Haque,Production,Worker,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,39,58,4.2,2525,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-GZP-SAM-0280,Rakib Ahmed,Sales & Marketing,Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Not Completed,68,68,4.5,2418,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-GZP-SAM-0246,Mahmud Sarker,Sales & Marketing,Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,60,67,5,757,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-GZP-ENG-0253,Saiful Khan,Engineering & Maintenance,Junior Staff,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,51,66,4.3,1336,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-HRA-0150,Anika Karim,HR & Administration,Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,65,71,4,2139,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-CTG-CUS-0066,Nusrat Alam,Customer Service,Executive,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,63,76,4.2,1015,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-RAJ-SAM-0481,Sabbir Ahmed,Sales & Marketing,Executive,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,71,89,4.4,2019,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-NGJ-SCL-0508,Rafiq Jahan,Supply Chain & Logistics,Junior Staff,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,41,63,3.9,2332,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-CUS-0466,Tahmina Noor,Customer Service,Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,50,72,4.5,1768,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-FIN-0289,Sadia Ferdous,Finance & Accounts,Senior Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,52,66,4.4,1386,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-CTG-SAM-0458,Arif Alam,Sales & Marketing,Senior Officer,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,70,83,4.1,1171,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-SAM-0151,Ahsan Mahmud,Sales & Marketing,Executive,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,65,85,4.4,2294,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-DHK-SAM-0398,Samira Jahan,Sales & Marketing,Worker,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,64,91,5,561,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-NGJ-ENG-0144,Mahmud Khan,Engineering & Maintenance,Senior Manager,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,76,95,4.2,2589,No
TRN-019,Preventive Maintenance,Technical,2025-12-14,MG-CTG-SAM-0069,Shafiq Akter,Sales & Marketing,Worker,In-person,Equipment Vendor,Dhaka Corporate Office,12,Completed,60,78,4.5,1790,No
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-GZP-PRD-0082,Ashik Jahan,Production,Worker,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,62,87,4.5,2026,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-QAS-0029,Priyanka Mahmud,Quality Assurance,Senior Manager,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,67,81,4.6,614,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-ENG-0327,Shuvo Hossain,Engineering & Maintenance,Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,62,79,4.4,2308,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-DHK-HRA-0178,Ishrat Ferdous,HR & Administration,Executive,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,68,89,4.3,1374,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-GZP-QAS-0181,Tareq Akter,Quality Assurance,Senior Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,62,73,4.5,724,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-GZP-CST-0103,Mizanur Alam,Corporate Strategy,Senior Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,63,82,4.3,1459,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-DHK-SAM-0250,Imran Sarker,Sales & Marketing,Manager,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,70,85,4.6,935,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-PRD-0330,Sadia Chowdhury,Production,Executive,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,56,61,4.1,627,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-DHK-HRA-0187,Mahmud Kabir,HR & Administration,Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,69,86,4.9,1074,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-CTG-SAM-0095,Tareq Karim,Sales & Marketing,Senior Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,74,87,4.3,2486,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-GZP-PRD-0375,Asif Khatun,Production,Worker,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,59,59,4.1,2378,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-DHK-SAM-0209,Ashik Mia,Sales & Marketing,Senior Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,55,67,3.9,1110,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-CUS-0276,Sabbir Karim,Customer Service,Executive,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,58,82,4.3,1913,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-GZP-SCL-0331,Rafiq Haque,Supply Chain & Logistics,Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,64,76,3.9,2467,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-DHK-IT-0145,Mehedi Rahman,Information Technology,Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,67,81,4.5,2086,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-PRD-0115,Fahim Karim,Production,Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,77,81,4.7,2447,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-DHK-FIN-0203,Mizanur Hasan,Finance & Accounts,Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,65,78,3.6,2500,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-RAJ-IT-0400,Fahim Ahmed,Information Technology,Senior Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,44,56,3.8,1987,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-PRD-0166,Jahid Mahmud,Production,Senior Manager,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,57,67,5,1384,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-GZP-QAS-0140,Nayeem Noor,Quality Assurance,Junior Staff,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,58,80,4,2534,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-CTG-SCL-0153,Nafisa Sultana,Supply Chain & Logistics,Manager,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,69,81,4.4,2048,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-PRD-0065,Sabbir Kabir,Production,Junior Staff,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,59,83,4,360,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-NGJ-PRD-0453,Md. Rahim Rashid,Production,Junior Staff,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,72,87,4.6,604,Yes
TRN-020,Cybersecurity Awareness,Compliance,2025-05-09,MG-GZP-PRO-0308,Mehedi Jahan,Procurement,Officer,In-person,IT Security Partner,Dhaka Corporate Office,3,Completed,54,78,4.2,1403,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-IT-0414,Hasan Ahmed,Information Technology,Executive,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,48,54,4.1,2236,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-SCL-0167,Priyanka Sultana,Supply Chain & Logistics,Junior Staff,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,62,77,3.6,2484,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-DHK-FIN-0102,Rumana Rashid,Finance & Accounts,Officer,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,61,69,5,2027,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-DHK-SAM-0075,Mizanur Rahman,Sales & Marketing,Executive,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Not Completed,64,64,3.2,1742,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-NGJ-ENG-0408,Ashik Akter,Engineering & Maintenance,Worker,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Not Completed,77,77,3.7,2217,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-SCL-0090,Kamrul Mahmud,Supply Chain & Logistics,Senior Manager,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,65,86,5,2253,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-NGJ-SAM-0057,Sabbir Rahman,Sales & Marketing,Head,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,60,85,3.9,353,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-PRD-0440,Shuvo Hasan,Production,Senior Officer,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,60,72,4,379,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-PRD-0119,Sumaiya Khatun,Production,Junior Staff,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,67,88,4.8,1578,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-DHK-CST-0255,Moumita Alam,Corporate Strategy,Officer,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,63,83,4.3,2036,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-NGJ-PRD-0502,Nazmul Sultana,Production,Worker,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,62,68,3.5,1736,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-DHK-LGL-0512,Fahim Mia,Legal & Compliance,Senior Manager,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,57,71,4.2,1435,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-PRD-0118,Jahid Islam,Production,Officer,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,62,73,3,1942,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-QAS-0141,Ashik Akter,Quality Assurance,Officer,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,67,77,4.8,414,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-CTG-SAM-0208,Imran Alam,Sales & Marketing,Manager,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,54,65,4.2,1392,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-DHK-CUS-0471,Ishrat Hossain,Customer Service,Worker,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,65,71,3.9,697,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-GZP-PRO-0335,Rafiq Hasan,Procurement,Junior Staff,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,61,80,4.5,424,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-CTG-SAM-0080,Zahid Akter,Sales & Marketing,Junior Staff,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,67,83,4.2,392,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-DHK-HRA-0265,Jahid Karim,HR & Administration,Senior Officer,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,78,91,4.3,2081,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-CTG-HRA-0220,Sumaiya Khatun,HR & Administration,Executive,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,66,82,4,817,Yes
TRN-021,Cybersecurity Awareness,Compliance,2025-12-17,MG-CTG-SAM-0015,Rashed Ahmed,Sales & Marketing,Executive,In-person,IT Security Partner,Gazipur Manufacturing Unit,3,Completed,81,88,4.7,1399,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-GZP-PRD-0346,Samira Rahman,Production,Executive,In-person,Internal IT,Narayanganj Production Plant,4,Completed,60,75,4.7,579,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-DHK-SAM-0143,Shuvo Bhuiyan,Sales & Marketing,Junior Staff,In-person,Internal IT,Narayanganj Production Plant,4,Completed,63,74,4.3,2512,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-DHK-SCL-0278,Ahsan Jahan,Supply Chain & Logistics,Worker,In-person,Internal IT,Narayanganj Production Plant,4,Completed,45,62,3.9,779,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-GZP-SCL-0090,Kamrul Mahmud,Supply Chain & Logistics,Senior Manager,In-person,Internal IT,Narayanganj Production Plant,4,Completed,68,78,3.5,2377,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-GZP-IT-0414,Hasan Ahmed,Information Technology,Executive,In-person,Internal IT,Narayanganj Production Plant,4,Completed,65,80,4.4,1710,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-DHK-SAM-0051,Zahid Rashid,Sales & Marketing,Junior Staff,In-person,Internal IT,Narayanganj Production Plant,4,Completed,48,63,4.8,865,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-RAJ-SCL-0248,Rashed Chowdhury,Supply Chain & Logistics,Worker,In-person,Internal IT,Narayanganj Production Plant,4,Completed,70,78,5,2498,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-DHK-CUS-0212,Riyad Rahman,Customer Service,Officer,In-person,Internal IT,Narayanganj Production Plant,4,Completed,50,62,4.4,516,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-CTG-FIN-0062,Imran Alam,Finance & Accounts,Worker,In-person,Internal IT,Narayanganj Production Plant,4,Completed,57,78,4,1729,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-GZP-ENG-0443,Tanvir Khan,Engineering & Maintenance,Executive,In-person,Internal IT,Narayanganj Production Plant,4,Not Completed,72,72,5,1985,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-DHK-IT-0310,Sabbir Rahman,Information Technology,Junior Staff,In-person,Internal IT,Narayanganj Production Plant,4,Completed,58,72,3.7,1656,Yes
TRN-022,Data Privacy & Information Security,Compliance,2025-08-03,MG-GZP-PRD-0006,Jahid Chowdhury,Production,Junior Staff,In-person,Internal IT,Narayanganj Production Plant,4,Completed,48,72,4,2399,Yes
