leave_id,employee_id,employee_name,department,location,leave_type,start_date,end_date,leave_days,reason_category,approval_status,approved_by
LV-00289,MG-DHK-FIN-0134,Zahid Rashid,Finance & Accounts,Dhaka Corporate Office,Casual Leave,2025-06-14,2025-06-15,2,Urgent Personal Matter,Approved,Sadia Islam
LV-00290,MG-NGJ-PRD-0135,Saiful Islam,Production,Narayanganj Production Plant,Casual Leave,2025-06-10,2025-06-11,2,Urgent Personal Matter,Pending,Abdul Karim
LV-00291,MG-DHK-SAM-0136,Ayesha Akter,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-05-13,2025-05-15,3,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00292,MG-DHK-SAM-0136,Ayesha Akter,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-07-20,2025-07-21,2,Personal / Vacation,Approved,Tanvir Ahmed
LV-00293,MG-DHK-SAM-0136,Ayesha Akter,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-12-27,2025-12-28,2,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00294,MG-DHK-SAM-0136,Ayesha Akter,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-10-22,2025-10-23,2,Medical Appointment,Approved,Tanvir Ahmed
LV-00295,MG-GZP-PRD-0137,Rifat Rashid,Production,Gazipur Manufacturing Unit,Annual Leave,2025-07-06,2025-07-06,1,Personal / Vacation,Approved,Abdul Karim
LV-00296,MG-GZP-PRD-0137,Rifat Rashid,Production,Gazipur Manufacturing Unit,Sick Leave,2025-05-20,2025-05-23,4,Medical Appointment,Approved,Abdul Karim
LV-00297,MG-GZP-PRD-0137,Rifat Rashid,Production,Gazipur Manufacturing Unit,Sick Leave,2025-04-04,2025-04-04,1,Medical Appointment,Approved,Abdul Karim
LV-00298,MG-GZP-QAS-0138,Saiful Jahan,Quality Assurance,Gazipur Manufacturing Unit,Sick Leave,2025-10-31,2025-11-01,2,Minor Illness,Approved,Ashikur Rahman
LV-00299,MG-GZP-QAS-0138,Saiful Jahan,Quality Assurance,Gazipur Manufacturing Unit,Casual Leave,2025-02-06,2025-02-08,3,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00300,MG-DHK-FIN-0139,Nadia Mahmud,Finance & Accounts,Dhaka Corporate Office,Unpaid Leave,2025-02-10,2025-02-16,7,Extended Personal Matter,Approved,Shafiqur Rahman
LV-00301,MG-DHK-FIN-0139,Nadia Mahmud,Finance & Accounts,Dhaka Corporate Office,Unpaid Leave,2025-05-26,2025-05-30,5,Extended Personal Matter,Approved,Shafiqur Rahman
LV-00302,MG-GZP-QAS-0140,Nayeem Noor,Quality Assurance,Gazipur Manufacturing Unit,Sick Leave,2025-02-12,2025-02-14,3,Fever / Flu,Approved,Dr. Samira Sultana
LV-00303,MG-GZP-QAS-0141,Ashik Akter,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-02-25,2025-02-28,4,Personal / Vacation,Approved,Ashikur Rahman
LV-00304,MG-GZP-QAS-0141,Ashik Akter,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-09-16,2025-09-18,3,Personal / Vacation,Pending,Ashikur Rahman
LV-00305,MG-GZP-QAS-0141,Ashik Akter,Quality Assurance,Gazipur Manufacturing Unit,Casual Leave,2025-10-31,2025-11-01,2,Urgent Personal Matter,Pending,Ashikur Rahman
LV-00306,MG-GZP-SAM-0142,Md. Rahim Talukder,Sales & Marketing,Gazipur Manufacturing Unit,Casual Leave,2025-10-08,2025-10-08,1,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00307,MG-DHK-SAM-0143,Shuvo Bhuiyan,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-05-13,2025-05-15,3,Personal / Vacation,Approved,Tanvir Ahmed
LV-00308,MG-DHK-SAM-0143,Shuvo Bhuiyan,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-06-06,2025-06-07,2,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00309,MG-DHK-SAM-0143,Shuvo Bhuiyan,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-01-31,2025-02-01,2,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00310,MG-DHK-SAM-0143,Shuvo Bhuiyan,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-11-25,2025-11-25,1,Personal / Vacation,Approved,Tanvir Ahmed
LV-00311,MG-NGJ-ENG-0144,Mahmud Khan,Engineering & Maintenance,Narayanganj Production Plant,Paternity Leave,2025-08-11,2025-08-17,7,New Child,Approved,Rakibul Hasan
LV-00312,MG-DHK-IT-0145,Mehedi Rahman,Information Technology,Dhaka Corporate Office,Sick Leave,2025-02-01,2025-02-01,1,Medical Appointment,Approved,Tanjina Akter
LV-00313,MG-DHK-IT-0145,Mehedi Rahman,Information Technology,Dhaka Corporate Office,Sick Leave,2025-01-26,2025-01-28,3,Fever / Flu,Approved,Tanjina Akter
LV-00314,MG-DHK-IT-0145,Mehedi Rahman,Information Technology,Dhaka Corporate Office,Sick Leave,2025-03-18,2025-03-21,4,Fever / Flu,Approved,Tanjina Akter
LV-00315,MG-DHK-IT-0145,Mehedi Rahman,Information Technology,Dhaka Corporate Office,Casual Leave,2025-07-30,2025-07-31,2,Urgent Personal Matter,Approved,Tanjina Akter
LV-00316,MG-GZP-PRD-0146,Asif Jahan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-01-09,2025-01-12,4,Personal / Vacation,Approved,Abdul Karim
LV-00317,MG-GZP-PRD-0146,Asif Jahan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-09-17,2025-09-20,4,Personal / Vacation,Approved,Abdul Karim
LV-00318,MG-GZP-PRD-0146,Asif Jahan,Production,Gazipur Manufacturing Unit,Casual Leave,2025-09-05,2025-09-06,2,Urgent Personal Matter,Rejected,Abdul Karim
LV-00319,MG-CTG-ENG-0147,Mahmud Islam,Engineering & Maintenance,Chattogram Distribution Hub,Annual Leave,2025-04-07,2025-04-08,2,Personal / Vacation,Approved,Md. Moniruzzaman
LV-00320,MG-GZP-QAS-0148,Afroza Akter,Quality Assurance,Gazipur Manufacturing Unit,Maternity Leave,2025-06-28,2025-10-17,112,Maternity,Approved,Dr. Samira Sultana
LV-00321,MG-RAJ-FIN-0149,Mizanur Islam,Finance & Accounts,Rajshahi Regional Office,Sick Leave,2025-02-05,2025-02-07,3,Fever / Flu,Approved,Shafiqur Rahman
LV-00322,MG-RAJ-FIN-0149,Mizanur Islam,Finance & Accounts,Rajshahi Regional Office,Casual Leave,2025-02-12,2025-02-13,2,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00323,MG-RAJ-FIN-0149,Mizanur Islam,Finance & Accounts,Rajshahi Regional Office,Annual Leave,2025-03-13,2025-03-14,2,Personal / Vacation,Approved,Shafiqur Rahman
LV-00324,MG-RAJ-FIN-0149,Mizanur Islam,Finance & Accounts,Rajshahi Regional Office,Casual Leave,2025-01-06,2025-01-06,1,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00325,MG-DHK-HRA-0150,Anika Karim,HR & Administration,Dhaka Corporate Office,Sick Leave,2025-05-01,2025-05-03,3,Minor Illness,Approved,Nusrat Jahan
LV-00326,MG-DHK-SAM-0151,Ahsan Mahmud,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-07-14,2025-07-16,3,Personal / Vacation,Approved,Farzana Rahman
LV-00327,MG-DHK-SAM-0151,Ahsan Mahmud,Sales & Marketing,Dhaka Corporate Office,Paternity Leave,2025-09-14,2025-09-20,7,New Child,Approved,Farzana Rahman
LV-00328,MG-DHK-CST-0152,Lubna Islam,Corporate Strategy,Dhaka Corporate Office,Casual Leave,2025-02-05,2025-02-05,1,Urgent Personal Matter,Approved,Mushfiqur Rahman
LV-00329,MG-CTG-SCL-0153,Nafisa Sultana,Supply Chain & Logistics,Chattogram Distribution Hub,Sick Leave,2025-01-21,2025-01-23,3,Medical Appointment,Approved,Rezaul Karim
LV-00330,MG-GZP-HRA-0154,Maliha Islam,HR & Administration,Gazipur Manufacturing Unit,Sick Leave,2025-06-22,2025-06-23,2,Medical Appointment,Approved,Nusrat Jahan
LV-00331,MG-GZP-HRA-0154,Maliha Islam,HR & Administration,Gazipur Manufacturing Unit,Sick Leave,2025-05-26,2025-05-28,3,Fever / Flu,Approved,Nusrat Jahan
LV-00332,MG-GZP-HRA-0154,Maliha Islam,HR & Administration,Gazipur Manufacturing Unit,Casual Leave,2025-06-04,2025-06-06,3,Urgent Personal Matter,Approved,Nusrat Jahan
LV-00333,MG-GZP-HRA-0154,Maliha Islam,HR & Administration,Gazipur Manufacturing Unit,Sick Leave,2025-01-07,2025-01-09,3,Fever / Flu,Approved,Nusrat Jahan
LV-00334,MG-CTG-ENG-0155,Imran Rahman,Engineering & Maintenance,Chattogram Distribution Hub,Sick Leave,2025-09-03,2025-09-05,3,Fever / Flu,Approved,Rakibul Hasan
LV-00335,MG-CTG-ENG-0155,Imran Rahman,Engineering & Maintenance,Chattogram Distribution Hub,Annual Leave,2025-08-02,2025-08-04,3,Personal / Vacation,Approved,Rakibul Hasan
LV-00336,MG-GZP-PRD-0156,Rafiq Uddin,Production,Gazipur Manufacturing Unit,Annual Leave,2025-11-17,2025-11-18,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00337,MG-GZP-PRD-0156,Rafiq Uddin,Production,Gazipur Manufacturing Unit,Annual Leave,2025-01-08,2025-01-10,3,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00338,MG-NGJ-FIN-0157,Mizanur Hasan,Finance & Accounts,Narayanganj Production Plant,Casual Leave,2025-05-01,2025-05-03,3,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00339,MG-NGJ-FIN-0157,Mizanur Hasan,Finance & Accounts,Narayanganj Production Plant,Casual Leave,2025-02-22,2025-02-23,2,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00340,MG-DHK-SAM-0158,Moumita Haque,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-02-11,2025-02-14,4,Fever / Flu,Approved,Tanvir Ahmed
LV-00341,MG-DHK-LGL-0159,Shakil Sultana,Legal & Compliance,Dhaka Corporate Office,Casual Leave,2025-09-12,2025-09-12,1,Urgent Personal Matter,Approved,Shamim Ahmed
LV-00342,MG-DHK-LGL-0159,Shakil Sultana,Legal & Compliance,Dhaka Corporate Office,Annual Leave,2025-05-11,2025-05-15,5,Personal / Vacation,Approved,Shamim Ahmed
LV-00343,MG-DHK-LGL-0159,Shakil Sultana,Legal & Compliance,Dhaka Corporate Office,Casual Leave,2025-01-16,2025-01-17,2,Urgent Personal Matter,Approved,Shamim Ahmed
LV-00344,MG-DHK-LGL-0159,Shakil Sultana,Legal & Compliance,Dhaka Corporate Office,Unpaid Leave,2025-08-22,2025-08-23,2,Extended Personal Matter,Approved,Shamim Ahmed
LV-00345,MG-GZP-SCL-0160,Shafiq Sarker,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-12-08,2025-12-09,2,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00346,MG-GZP-SCL-0160,Shafiq Sarker,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-06-15,2025-06-16,2,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00347,MG-GZP-SCL-0160,Shafiq Sarker,Supply Chain & Logistics,Gazipur Manufacturing Unit,Annual Leave,2025-05-25,2025-05-26,2,Personal / Vacation,Approved,Mahmudul Hasan
LV-00348,MG-NGJ-PRO-0161,Jahid Bhuiyan,Procurement,Narayanganj Production Plant,Sick Leave,2025-02-06,2025-02-06,1,Fever / Flu,Approved,Ahsan Habib
LV-00349,MG-NGJ-PRO-0161,Jahid Bhuiyan,Procurement,Narayanganj Production Plant,Annual Leave,2025-01-21,2025-01-24,4,Personal / Vacation,Approved,Ahsan Habib
LV-00350,MG-DHK-HRA-0162,Rumana Haque,HR & Administration,Dhaka Corporate Office,Sick Leave,2025-04-22,2025-04-25,4,Fever / Flu,Rejected,Md. Imran Hossain
LV-00351,MG-DHK-HRA-0162,Rumana Haque,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-03-19,2025-03-20,2,Urgent Personal Matter,Approved,Md. Imran Hossain
LV-00352,MG-NGJ-PRD-0163,Shakil Sarker,Production,Narayanganj Production Plant,Annual Leave,2025-05-11,2025-05-12,2,Personal / Vacation,Approved,Abdul Karim
LV-00353,MG-NGJ-PRD-0163,Shakil Sarker,Production,Narayanganj Production Plant,Casual Leave,2025-11-09,2025-11-09,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00354,MG-NGJ-PRD-0163,Shakil Sarker,Production,Narayanganj Production Plant,Sick Leave,2025-01-28,2025-01-28,1,Fever / Flu,Approved,Abdul Karim
LV-00355,MG-DHK-CST-0164,Mim Rahman,Corporate Strategy,Dhaka Corporate Office,Casual Leave,2025-06-27,2025-06-29,3,Urgent Personal Matter,Pending,Mushfiqur Rahman
LV-00356,MG-GZP-PRD-0165,Saiful Akter,Production,Gazipur Manufacturing Unit,Annual Leave,2025-03-10,2025-03-11,2,Personal / Vacation,Approved,Abdul Karim
LV-00357,MG-GZP-PRD-0165,Saiful Akter,Production,Gazipur Manufacturing Unit,Annual Leave,2025-03-27,2025-03-28,2,Personal / Vacation,Approved,Abdul Karim
LV-00358,MG-GZP-PRD-0165,Saiful Akter,Production,Gazipur Manufacturing Unit,Casual Leave,2025-04-07,2025-04-07,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00359,MG-NGJ-PRD-0166,Jahid Mahmud,Production,Narayanganj Production Plant,Sick Leave,2025-09-23,2025-09-25,3,Fever / Flu,Approved,Abdul Karim
LV-00360,MG-NGJ-PRD-0166,Jahid Mahmud,Production,Narayanganj Production Plant,Casual Leave,2025-10-31,2025-10-31,1,Urgent Personal Matter,Pending,Abdul Karim
LV-00361,MG-NGJ-PRD-0166,Jahid Mahmud,Production,Narayanganj Production Plant,Sick Leave,2025-09-05,2025-09-05,1,Fever / Flu,Approved,Abdul Karim
LV-00362,MG-GZP-SCL-0167,Priyanka Sultana,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-08-13,2025-08-15,3,Urgent Personal Matter,Approved,Rezaul Karim
LV-00363,MG-GZP-SCL-0167,Priyanka Sultana,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-01-03,2025-01-03,1,Fever / Flu,Approved,Rezaul Karim
LV-00364,MG-GZP-SCL-0167,Priyanka Sultana,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-09-18,2025-09-20,3,Fever / Flu,Approved,Rezaul Karim
LV-00365,MG-GZP-QAS-0168,Sadia Mahmud,Quality Assurance,Gazipur Manufacturing Unit,Casual Leave,2025-03-08,2025-03-08,1,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00366,MG-DHK-SAM-0170,Ashik Kabir,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-10-26,2025-10-28,3,Personal / Vacation,Approved,Farzana Rahman
LV-00367,MG-DHK-SAM-0170,Ashik Kabir,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-12-12,2025-12-12,1,Personal / Vacation,Approved,Farzana Rahman
LV-00368,MG-DHK-FIN-0171,Mizanur Haque,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-03-03,2025-03-07,5,Personal / Vacation,Approved,Shafiqur Rahman
LV-00369,MG-DHK-FIN-0171,Mizanur Haque,Finance & Accounts,Dhaka Corporate Office,Casual Leave,2025-03-31,2025-03-31,1,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00370,MG-DHK-FIN-0171,Mizanur Haque,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-07-29,2025-07-30,2,Minor Illness,Approved,Shafiqur Rahman
LV-00371,MG-DHK-FIN-0173,Tanvir Khatun,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-05-24,2025-05-24,1,Personal / Vacation,Approved,Shafiqur Rahman
LV-00372,MG-DHK-FIN-0173,Tanvir Khatun,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-11-03,2025-11-06,4,Personal / Vacation,Approved,Shafiqur Rahman
LV-00373,MG-DHK-FIN-0173,Tanvir Khatun,Finance & Accounts,Dhaka Corporate Office,Casual Leave,2025-01-22,2025-01-24,3,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00374,MG-DHK-FIN-0173,Tanvir Khatun,Finance & Accounts,Dhaka Corporate Office,Casual Leave,2025-09-08,2025-09-09,2,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00375,MG-NGJ-PRD-0174,Mahmud Alam,Production,Narayanganj Production Plant,Casual Leave,2025-07-21,2025-07-22,2,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00376,MG-NGJ-PRD-0174,Mahmud Alam,Production,Narayanganj Production Plant,Casual Leave,2025-04-11,2025-04-11,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00377,MG-NGJ-PRD-0174,Mahmud Alam,Production,Narayanganj Production Plant,Annual Leave,2025-10-29,2025-10-30,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00378,MG-DHK-LGL-0176,Mahmud Jahan,Legal & Compliance,Dhaka Corporate Office,Sick Leave,2025-01-09,2025-01-12,4,Fever / Flu,Approved,Barrister Nafisa Karim
LV-00379,MG-DHK-LGL-0176,Mahmud Jahan,Legal & Compliance,Dhaka Corporate Office,Annual Leave,2025-05-18,2025-05-22,5,Personal / Vacation,Approved,Barrister Nafisa Karim
LV-00380,MG-CTG-SAM-0177,Nabila Alam,Sales & Marketing,Chattogram Distribution Hub,Casual Leave,2025-07-03,2025-07-05,3,Urgent Personal Matter,Approved,Farzana Rahman
LV-00381,MG-CTG-SAM-0177,Nabila Alam,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-01-28,2025-01-31,4,Medical Appointment,Approved,Farzana Rahman
LV-00382,MG-DHK-HRA-0178,Ishrat Ferdous,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-12-03,2025-12-06,4,Personal / Vacation,Approved,Md. Imran Hossain
LV-00383,MG-DHK-HRA-0178,Ishrat Ferdous,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-06-21,2025-06-25,5,Personal / Vacation,Approved,Md. Imran Hossain
LV-00384,MG-DHK-HRA-0178,Ishrat Ferdous,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-11-09,2025-11-10,2,Urgent Personal Matter,Approved,Md. Imran Hossain
LV-00385,MG-RAJ-SAM-0179,Tanjina Rahman,Sales & Marketing,Rajshahi Regional Office,Casual Leave,2025-10-02,2025-10-03,2,Urgent Personal Matter,Approved,Farzana Rahman
LV-00386,MG-RAJ-SAM-0179,Tanjina Rahman,Sales & Marketing,Rajshahi Regional Office,Maternity Leave,2025-08-07,2025-11-26,112,Maternity,Approved,Farzana Rahman
LV-00387,MG-RAJ-SAM-0179,Tanjina Rahman,Sales & Marketing,Rajshahi Regional Office,Sick Leave,2025-10-06,2025-10-09,4,Medical Appointment,Approved,Farzana Rahman
LV-00388,MG-GZP-PRD-0180,Lubna Sarker,Production,Gazipur Manufacturing Unit,Casual Leave,2025-01-31,2025-02-02,3,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00389,MG-GZP-QAS-0181,Tareq Akter,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-03-26,2025-03-27,2,Personal / Vacation,Approved,Ashikur Rahman
LV-00390,MG-GZP-QAS-0181,Tareq Akter,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-04-01,2025-04-04,4,Personal / Vacation,Approved,Ashikur Rahman
LV-00391,MG-GZP-QAS-0181,Tareq Akter,Quality Assurance,Gazipur Manufacturing Unit,Sick Leave,2025-12-26,2025-12-26,1,Fever / Flu,Approved,Ashikur Rahman
LV-00392,MG-GZP-PRD-0182,Md. Karim Islam,Production,Gazipur Manufacturing Unit,Annual Leave,2025-08-29,2025-08-29,1,Personal / Vacation,Approved,Abdul Karim
LV-00393,MG-GZP-PRD-0182,Md. Karim Islam,Production,Gazipur Manufacturing Unit,Annual Leave,2025-08-25,2025-08-28,4,Personal / Vacation,Approved,Abdul Karim
LV-00394,MG-GZP-ENG-0183,Imran Hasan,Engineering & Maintenance,Gazipur Manufacturing Unit,Sick Leave,2025-06-13,2025-06-16,4,Fever / Flu,Approved,Rakibul Hasan
LV-00395,MG-GZP-ENG-0183,Imran Hasan,Engineering & Maintenance,Gazipur Manufacturing Unit,Paternity Leave,2025-03-02,2025-03-08,7,New Child,Approved,Rakibul Hasan
LV-00396,MG-GZP-ENG-0183,Imran Hasan,Engineering & Maintenance,Gazipur Manufacturing Unit,Casual Leave,2025-04-16,2025-04-17,2,Urgent Personal Matter,Approved,Rakibul Hasan
LV-00397,MG-DHK-PRD-0184,Ahsan Mia,Production,Dhaka Corporate Office,Sick Leave,2025-08-28,2025-08-29,2,Medical Appointment,Approved,Abdul Karim
LV-00398,MG-DHK-PRD-0184,Ahsan Mia,Production,Dhaka Corporate Office,Sick Leave,2025-05-01,2025-05-02,2,Minor Illness,Approved,Abdul Karim
LV-00399,MG-DHK-PRD-0184,Ahsan Mia,Production,Dhaka Corporate Office,Sick Leave,2025-07-28,2025-07-31,4,Fever / Flu,Approved,Abdul Karim
LV-00400,MG-DHK-PRD-0184,Ahsan Mia,Production,Dhaka Corporate Office,Sick Leave,2025-02-16,2025-02-16,1,Minor Illness,Approved,Abdul Karim
LV-00401,MG-GZP-SCL-0185,Priyanka Hasan,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-12-07,2025-12-09,3,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00402,MG-GZP-SCL-0185,Priyanka Hasan,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-06-12,2025-06-12,1,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00403,MG-GZP-SCL-0185,Priyanka Hasan,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-03-16,2025-03-19,4,Fever / Flu,Approved,Mahmudul Hasan
LV-00404,MG-GZP-SCL-0185,Priyanka Hasan,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-07-02,2025-07-03,2,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00405,MG-NGJ-QAS-0186,Sumaiya Kabir,Quality Assurance,Narayanganj Production Plant,Casual Leave,2025-01-25,2025-01-27,3,Urgent Personal Matter,Approved,Dr. Samira Sultana
LV-00406,MG-NGJ-QAS-0186,Sumaiya Kabir,Quality Assurance,Narayanganj Production Plant,Sick Leave,2025-01-03,2025-01-05,3,Minor Illness,Approved,Dr. Samira Sultana
LV-00407,MG-DHK-HRA-0187,Mahmud Kabir,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-06-29,2025-06-29,1,Urgent Personal Matter,Approved,Nusrat Jahan
LV-00408,MG-GZP-ENG-0188,Nayeem Akter,Engineering & Maintenance,Gazipur Manufacturing Unit,Casual Leave,2025-05-06,2025-05-08,3,Urgent Personal Matter,Approved,Rakibul Hasan
LV-00409,MG-GZP-ENG-0188,Nayeem Akter,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-08-16,2025-08-19,4,Personal / Vacation,Approved,Rakibul Hasan
LV-00410,MG-NGJ-PRD-0189,Nazmul Haque,Production,Narayanganj Production Plant,Casual Leave,2025-04-01,2025-04-02,2,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00411,MG-GZP-PRD-0190,Fahim Mahmud,Production,Gazipur Manufacturing Unit,Sick Leave,2025-01-12,2025-01-15,4,Minor Illness,Approved,Abdul Karim
LV-00412,MG-GZP-PRD-0190,Fahim Mahmud,Production,Gazipur Manufacturing Unit,Casual Leave,2025-01-06,2025-01-08,3,Urgent Personal Matter,Approved,Abdul Karim
LV-00413,MG-GZP-PRD-0190,Fahim Mahmud,Production,Gazipur Manufacturing Unit,Sick Leave,2025-01-04,2025-01-04,1,Minor Illness,Approved,Abdul Karim
LV-00414,MG-GZP-PRD-0190,Fahim Mahmud,Production,Gazipur Manufacturing Unit,Casual Leave,2025-01-14,2025-01-14,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00415,MG-DHK-HRA-0191,Tanvir Mahmud,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-10-04,2025-10-05,2,Urgent Personal Matter,Approved,Nusrat Jahan
LV-00416,MG-DHK-HRA-0191,Tanvir Mahmud,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-08-12,2025-08-12,1,Personal / Vacation,Approved,Nusrat Jahan
LV-00417,MG-DHK-HRA-0191,Tanvir Mahmud,HR & Administration,Dhaka Corporate Office,Sick Leave,2025-12-02,2025-12-03,2,Fever / Flu,Approved,Nusrat Jahan
LV-00418,MG-NGJ-PRD-0192,Priyanka Karim,Production,Narayanganj Production Plant,Unpaid Leave,2025-03-28,2025-04-03,7,Extended Personal Matter,Approved,Abdul Karim
LV-00419,MG-NGJ-PRD-0192,Priyanka Karim,Production,Narayanganj Production Plant,Sick Leave,2025-04-22,2025-04-25,4,Fever / Flu,Approved,Abdul Karim
LV-00420,MG-CTG-PRD-0193,Tareq Mahmud,Production,Chattogram Distribution Hub,Sick Leave,2025-09-25,2025-09-27,3,Medical Appointment,Approved,Abdul Karim
LV-00421,MG-CTG-PRD-0193,Tareq Mahmud,Production,Chattogram Distribution Hub,Casual Leave,2025-11-18,2025-11-18,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00422,MG-GZP-SCL-0194,Nayeem Uddin,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-05-30,2025-06-02,4,Fever / Flu,Approved,Mahmudul Hasan
LV-00423,MG-GZP-SCL-0194,Nayeem Uddin,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-04-13,2025-04-14,2,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00424,MG-GZP-PRD-0195,Farhan Bhuiyan,Production,Gazipur Manufacturing Unit,Casual Leave,2025-06-13,2025-06-14,2,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00425,MG-GZP-PRD-0195,Farhan Bhuiyan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-08-22,2025-08-23,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00426,MG-GZP-IT-0196,Nazmul Mia,Information Technology,Gazipur Manufacturing Unit,Annual Leave,2025-04-05,2025-04-08,4,Personal / Vacation,Approved,Tanjina Akter
LV-00427,MG-GZP-IT-0196,Nazmul Mia,Information Technology,Gazipur Manufacturing Unit,Casual Leave,2025-06-26,2025-06-28,3,Urgent Personal Matter,Approved,Tanjina Akter
LV-00428,MG-GZP-IT-0196,Nazmul Mia,Information Technology,Gazipur Manufacturing Unit,Sick Leave,2025-05-19,2025-05-22,4,Fever / Flu,Pending,Tanjina Akter
LV-00429,MG-DHK-QAS-0197,Md. Rahim Talukder,Quality Assurance,Dhaka Corporate Office,Annual Leave,2025-04-22,2025-04-24,3,Personal / Vacation,Approved,Ashikur Rahman
LV-00430,MG-DHK-QAS-0197,Md. Rahim Talukder,Quality Assurance,Dhaka Corporate Office,Casual Leave,2025-06-23,2025-06-23,1,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00431,MG-NGJ-ENG-0198,Rafiq Mia,Engineering & Maintenance,Narayanganj Production Plant,Paternity Leave,2025-10-08,2025-10-14,7,New Child,Approved,Rakibul Hasan
LV-00432,MG-NGJ-ENG-0198,Rafiq Mia,Engineering & Maintenance,Narayanganj Production Plant,Sick Leave,2025-05-15,2025-05-16,2,Fever / Flu,Approved,Rakibul Hasan
