employee_id,employee_name,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,employment_status,manager,monthly_gross_bdt
MG-DHK-SAM-0397,Ahsan Akter,Male,32,25-34,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-07-28,,Active at FY2025 year-end,Tanvir Ahmed,102000
MG-DHK-SAM-0398,Samira Jahan,Female,43,35-44,Chattogram,No,SSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2016-07-10,,Active at FY2025 year-end,Farzana Rahman,26500
MG-DHK-SAM-0412,Md. Rahim Uddin,Male,23,Under 25,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-08-21,,Active at FY2025 year-end,Farzana Rahman,45000
MG-DHK-SAM-0437,Sumaiya Ferdous,Female,30,25-34,Rangpur,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-11-04,,Active at FY2025 year-end,Farzana Rahman,43000
MG-DHK-SAM-0446,Rakib Talukder,Male,37,35-44,Chattogram,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-04-26,,Active at FY2025 year-end,Tanvir Ahmed,70500
MG-DHK-SAM-0459,Ashik Rashid,Male,39,35-44,Rangpur,No,Trade Certificate,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-02-13,,Active at FY2025 year-end,Farzana Rahman,31500
MG-DHK-SAM-0478,Imran Rashid,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,,Dhaka Corporate Office,dhaka_corporate_office,2025-07-15,2025-10-20,Separated during FY2025,Farzana Rahman,
MG-DHK-SAM-0493,Mim Sultana,Female,45,45+,Barishal,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-08-17,,Active at FY2025 year-end,Tanvir Ahmed,108000
MG-DHK-SAM-0500,Sabbir Ahmed,Male,26,25-34,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-24,,Active at FY2025 year-end,Tanvir Ahmed,46500
MG-DHK-SAM-0504,Tareq Sultana,Male,25,25-34,Dhaka,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-05-03,,Active at FY2025 year-end,Farzana Rahman,31000
MG-DHK-SAM-0507,Ashik Khan,Male,38,35-44,Rangpur,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-12-31,,Active at FY2025 year-end,Tanvir Ahmed,39000
MG-DHK-SAM-0514,Md. Rahim Hasan,Male,36,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-21,,Active at FY2025 year-end,Tanvir Ahmed,83000
MG-DHK-SCL-0003,Riyad Akter,Male,26,25-34,Chattogram,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Store Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-01-17,,Active at FY2025 year-end,Mahmudul Hasan,41000
MG-DHK-SCL-0046,Rashed Mahmud,Male,,,,,,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Planning Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2021-09-25,2025-05-24,Separated during FY2025,Mahmudul Hasan,
MG-DHK-SCL-0239,Mim Chowdhury,Female,36,35-44,Chattogram,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2016-05-24,,Active at FY2025 year-end,Mahmudul Hasan,25500
MG-DHK-SCL-0278,Ahsan Jahan,Male,36,35-44,Chattogram,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-10-04,,Active at FY2025 year-end,Mahmudul Hasan,25500
MG-DHK-SCL-0447,Md. Karim Noor,Male,23,Under 25,Rajshahi,No,Diploma,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Dispatch Coordinator,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-31,,Active at FY2025 year-end,Mahmudul Hasan,37500
MG-DHK-SCL-0454,Fahim Ferdous,Male,39,35-44,Dhaka,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Contract,Dhaka Corporate Office,dhaka_corporate_office,2025-11-28,,Active at FY2025 year-end,Mahmudul Hasan,21000
MG-GZP-CST-0030,Maliha Hasan,Not Disclosed,28,25-34,Dhaka,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Business Analyst,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-08,,Active at FY2025 year-end,Mushfiqur Rahman,68000
MG-GZP-CST-0038,Sharmeen Ferdous,Female,29,25-34,Rajshahi,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Strategy Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-06-18,,Active at FY2025 year-end,Mushfiqur Rahman,91000
MG-GZP-CST-0103,Mizanur Alam,Male,43,35-44,Dhaka,No,Master,Corporate Strategy,corporate_strategy,CC-112,Senior Strategy Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-10-08,,Active at FY2025 year-end,Anika Tasnim,71000
MG-GZP-CUS-0297,Rafiq Bhuiyan,Male,33,25-34,Rajshahi,No,HSC,Customer Service,customer_service,CC-110,Call Centre Agent,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-04-19,,Active at FY2025 year-end,Rashedul Islam,44500
MG-GZP-CUS-0480,Faria Khan,Female,23,Under 25,Chattogram,No,Diploma,Customer Service,customer_service,CC-110,Call Centre Agent,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-02,,Active at FY2025 year-end,Jannatul Ferdous,34000
MG-GZP-CUS-0506,Tanvir Karim,Male,34,25-34,Dhaka,No,Bachelor,Customer Service,customer_service,CC-110,Customer Service Representative,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-10,,Active at FY2025 year-end,Rashedul Islam,41500
MG-GZP-ENG-0035,Arif Rahman,Male,32,25-34,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-11-11,,Active at FY2025 year-end,Rakibul Hasan,31000
MG-GZP-ENG-0071,Sanjida Bhuiyan,Female,25,25-34,Barishal,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-01-05,,Active at FY2025 year-end,Rakibul Hasan,32000
MG-GZP-ENG-0097,Shuvo Mahmud,Male,26,25-34,Barishal,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Utilities Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-15,,Active at FY2025 year-end,Rakibul Hasan,55000
MG-GZP-ENG-0099,Riyad Karim,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Helper,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-07-09,2025-02-02,Separated during FY2025,Md. Moniruzzaman,
MG-GZP-ENG-0117,Zahid Hasan,Male,37,35-44,Chattogram,No,Master,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-15,,Active at FY2025 year-end,Rakibul Hasan,102000
MG-GZP-ENG-0183,Imran Hasan,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-03-06,2025-08-24,Separated during FY2025,Rakibul Hasan,
MG-GZP-ENG-0188,Nayeem Akter,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-11-14,2025-12-07,Separated during FY2025,Rakibul Hasan,
MG-GZP-ENG-0219,Hasan Mia,Male,32,25-34,Rajshahi,No,SSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-03-25,,Active at FY2025 year-end,Rakibul Hasan,26500
MG-GZP-ENG-0253,Saiful Khan,Male,24,Under 25,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-10-13,,Active at FY2025 year-end,Rakibul Hasan,38500
MG-GZP-ENG-0275,Monir Rahman,Male,41,35-44,Chattogram,No,Professional Certification,Engineering & Maintenance,engineering_and_maintenance,CC-107,Senior Maintenance Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-24,,Active at FY2025 year-end,Md. Moniruzzaman,66500
MG-GZP-ENG-0281,Rashed Mia,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-30,2025-08-01,Separated during FY2025,Rakibul Hasan,
MG-GZP-ENG-0282,Shafiq Noor,Male,38,35-44,Sylhet,No,SSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-10,,Active at FY2025 year-end,Rakibul Hasan,24000
MG-GZP-ENG-0320,Arif Akter,Male,44,35-44,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-09-28,,Active at FY2025 year-end,Md. Moniruzzaman,106500
MG-GZP-ENG-0355,Nayeem Rahman,Male,39,35-44,Rajshahi,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-16,,Active at FY2025 year-end,Md. Moniruzzaman,22500
MG-GZP-ENG-0374,Mizanur Talukder,Male,42,35-44,Barishal,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Helper,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-01-01,,Active at FY2025 year-end,Md. Moniruzzaman,23500
MG-GZP-ENG-0443,Tanvir Khan,Male,35,35-44,Dhaka,No,Professional Certification,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-07-28,,Active at FY2025 year-end,Md. Moniruzzaman,95000
MG-GZP-ENG-0457,Tanvir Khan,Male,34,25-34,Rajshahi,No,Diploma,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-03-15,,Active at FY2025 year-end,Rakibul Hasan,37500
MG-GZP-ENG-0464,Jahid Khan,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-11-28,2025-12-23,Separated during FY2025,Md. Moniruzzaman,
MG-GZP-ENG-0487,Ashik Rashid,Male,37,35-44,Sylhet,No,Professional Certification,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-06-28,,Active at FY2025 year-end,Rakibul Hasan,102000
MG-GZP-FIN-0114,Hasan Mahmud,Male,44,35-44,Dhaka,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Accounts Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-02-16,,Active at FY2025 year-end,Shafiqur Rahman,120000
MG-GZP-FIN-0205,Farhan Islam,Male,35,35-44,Chattogram,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Senior Accounts Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-30,,Active at FY2025 year-end,Shafiqur Rahman,58500
MG-GZP-FIN-0237,Saiful Haque,Male,42,35-44,Rangpur,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Finance Executive,Executive,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-11-18,,Active at FY2025 year-end,Shafiqur Rahman,104000
MG-GZP-FIN-0301,Jahid Khatun,Male,27,25-34,Dhaka,No,Diploma,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-02-02,,Active at FY2025 year-end,Shafiqur Rahman,42500
MG-GZP-FIN-0314,Tasnim Mahmud,Female,37,35-44,Dhaka,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-05-26,,Active at FY2025 year-end,Shafiqur Rahman,40000
MG-GZP-FIN-0475,Farhan Hasan,Male,28,25-34,Mymensingh,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-06-28,,Active at FY2025 year-end,Shafiqur Rahman,42500
MG-GZP-FIN-0482,Sanjida Rashid,Female,36,35-44,Khulna,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Tax & VAT Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-12-14,,Active at FY2025 year-end,Sadia Islam,68000
MG-GZP-FIN-0485,Rafiq Hossain,Male,27,25-34,Dhaka,No,Diploma,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-09-19,,Active at FY2025 year-end,Shafiqur Rahman,42500
MG-GZP-HRA-0040,Shakil Ferdous,Male,29,25-34,Dhaka,No,HSC,HR & Administration,hr_and_administration,CC-105,Admin Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-05-15,,Active at FY2025 year-end,Md. Imran Hossain,34000
MG-GZP-HRA-0154,Maliha Islam,Female,35,35-44,Rajshahi,No,Bachelor,HR & Administration,hr_and_administration,CC-105,HR Officer,Officer,Probation,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-02-09,,Active at FY2025 year-end,Nusrat Jahan,53000
MG-GZP-HRA-0224,Mst. Roksana Rashid,Female,30,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-01-16,,Active at FY2025 year-end,Md. Imran Hossain,39000
MG-GZP-HRA-0359,Mahmud Hasan,Male,37,35-44,Dhaka,No,Professional Certification,HR & Administration,hr_and_administration,CC-105,Administration Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-10-08,,Active at FY2025 year-end,Nusrat Jahan,153000
MG-GZP-HRA-0421,Samira Chowdhury,Female,43,35-44,Dhaka,No,Professional Certification,HR & Administration,hr_and_administration,CC-105,HR Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-04-04,,Active at FY2025 year-end,Md. Imran Hossain,100500
MG-GZP-IT-0196,Nazmul Mia,Male,29,25-34,Rajshahi,No,Master,Information Technology,information_technology,CC-108,Software Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-11-09,,Active at FY2025 year-end,Tanjina Akter,87500
MG-GZP-IT-0243,Rakib Rahman,Male,33,25-34,Rangpur,No,Master,Information Technology,information_technology,CC-108,Senior IT Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-27,,Active at FY2025 year-end,Sabbir Hossain,93000
MG-GZP-IT-0414,Hasan Ahmed,Male,41,35-44,Dhaka,No,Master,Information Technology,information_technology,CC-108,Software Engineer,Executive,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-08-10,,Active at FY2025 year-end,Sabbir Hossain,114000
MG-GZP-LGL-0393,Sharmeen Sultana,Female,55,45+,Rajshahi,No,Master,Legal & Compliance,legal_and_compliance,CC-111,Senior Manager - Legal,Senior Manager,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-11,,Active at FY2025 year-end,Barrister Nafisa Karim,301000
MG-GZP-LGL-0402,Rifat Akter,Female,27,25-34,Dhaka,No,Bachelor,Legal & Compliance,legal_and_compliance,CC-111,Senior Legal Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-06-28,,Active at FY2025 year-end,Shamim Ahmed,84000
MG-GZP-LGL-0498,Mst. Roksana Ahmed,Female,,,,,,Legal & Compliance,legal_and_compliance,CC-111,Senior Legal Officer,Senior Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-02-14,2025-12-08,Separated during FY2025,Barrister Nafisa Karim,
MG-GZP-PRD-0006,Jahid Chowdhury,Male,22,Under 25,Dhaka,No,Bachelor,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-13,,Active at FY2025 year-end,Abdul Karim,43000
MG-GZP-PRD-0011,Mehedi Jahan,Male,28,25-34,Sylhet,No,Bachelor,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-06-02,,Active at FY2025 year-end,Abdul Karim,93000
MG-GZP-PRD-0033,Sabbir Bhuiyan,Male,44,35-44,Rajshahi,No,Bachelor,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-10-05,,Active at FY2025 year-end,Md. Shahidul Islam,84500
MG-GZP-PRD-0055,Nazmul Mahmud,Male,47,45+,Khulna,No,Master,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-09-30,,Active at FY2025 year-end,Md. Shahidul Islam,184500
MG-GZP-PRD-0061,Ashik Noor,Male,,,,,,Production,production,CC-101,Production Executive,Executive,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-05,2025-03-06,Separated during FY2025,Md. Shahidul Islam,
MG-GZP-PRD-0064,Shakil Khatun,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-14,2025-06-13,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0070,Nusrat Mahmud,Female,29,25-34,Rangpur,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-12-23,,Active at FY2025 year-end,Md. Shahidul Islam,31500
MG-GZP-PRD-0072,Samira Noor,Female,33,25-34,Chattogram,No,Master,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-31,,Active at FY2025 year-end,Md. Shahidul Islam,60000
MG-GZP-PRD-0074,Sharmin Chowdhury,Female,25,25-34,Dhaka,No,Diploma,Production,production,CC-101,Shift Officer,Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-08-30,,Active at FY2025 year-end,Md. Shahidul Islam,39500
MG-GZP-PRD-0078,Mahmud Hasan,Male,27,25-34,Chattogram,No,Master,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-17,,Active at FY2025 year-end,Abdul Karim,70000
MG-GZP-PRD-0082,Ashik Jahan,Male,25,25-34,Dhaka,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-06,,Active at FY2025 year-end,Abdul Karim,32500
MG-GZP-PRD-0096,Rashed Mia,Male,39,35-44,Dhaka,No,SSC,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-16,,Active at FY2025 year-end,Abdul Karim,25000
MG-GZP-PRD-0106,Mahmud Ahmed,Male,32,25-34,Khulna,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-09-03,,Active at FY2025 year-end,Abdul Karim,62500
MG-GZP-PRD-0112,Ashik Sarker,Male,21,Under 25,Rajshahi,No,Bachelor,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-04-13,,Active at FY2025 year-end,Abdul Karim,43500
MG-GZP-PRD-0118,Jahid Islam,Male,24,Under 25,Dhaka,No,Diploma,Production,production,CC-101,Shift Officer,Officer,Probation,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-04,,Active at FY2025 year-end,Abdul Karim,55000
MG-GZP-PRD-0119,Sumaiya Khatun,Female,27,25-34,Rajshahi,No,Diploma,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-04-24,,Active at FY2025 year-end,Md. Shahidul Islam,29500
MG-GZP-PRD-0133,Shakil Uddin,Male,28,25-34,Dhaka,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-08-24,,Active at FY2025 year-end,Abdul Karim,67000
MG-GZP-PRD-0137,Rifat Rashid,Female,34,25-34,Dhaka,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Intern,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-10,,Active at FY2025 year-end,Abdul Karim,33000
MG-GZP-PRD-0146,Asif Jahan,Male,28,25-34,Dhaka,No,Bachelor,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-01-06,,Active at FY2025 year-end,Abdul Karim,40500
MG-GZP-PRD-0156,Rafiq Uddin,Male,38,35-44,Rangpur,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-02-18,,Active at FY2025 year-end,Md. Shahidul Islam,65000
MG-GZP-PRD-0165,Saiful Akter,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-16,2025-08-21,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0172,Raisa Talukder,Female,28,25-34,Rangpur,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-08-20,,Active at FY2025 year-end,Abdul Karim,23000
MG-GZP-PRD-0180,Lubna Sarker,Not Disclosed,26,25-34,Rangpur,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-08-20,,Active at FY2025 year-end,Md. Shahidul Islam,37500
MG-GZP-PRD-0182,Md. Karim Islam,Male,34,25-34,Chattogram,No,Master,Production,production,CC-101,Plant Operations Manager,Manager,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-09-14,,Active at FY2025 year-end,Abdul Karim,131500
MG-GZP-PRD-0190,Fahim Mahmud,Male,,,,,,Production,production,CC-101,Production Executive,Executive,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-06,2025-01-19,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0195,Farhan Bhuiyan,Male,41,35-44,Sylhet,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-12,,Active at FY2025 year-end,Md. Shahidul Islam,107500
MG-GZP-PRD-0199,Jahid Hasan,Male,24,Under 25,Dhaka,No,Diploma,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-06,,Active at FY2025 year-end,Abdul Karim,27000
MG-GZP-PRD-0202,Nadia Noor,Female,37,35-44,Khulna,No,Master,Production,production,CC-101,Shift Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-06-20,,Active at FY2025 year-end,Md. Shahidul Islam,37000
MG-GZP-PRD-0210,Rakib Rahman,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-12-15,2025-10-24,Separated during FY2025,Md. Shahidul Islam,
MG-GZP-PRD-0214,Tareq Khan,Male,24,Under 25,Rajshahi,No,Diploma,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-04-01,,Active at FY2025 year-end,Md. Shahidul Islam,52000
MG-GZP-PRD-0215,Zahid Haque,Male,45,45+,Khulna,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-15,,Active at FY2025 year-end,Md. Shahidul Islam,25000
MG-GZP-PRD-0227,Ashik Karim,Male,,,,,,Production,production,CC-101,Packing Assistant,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-01-30,2025-09-16,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0228,Shuvo Ahmed,Male,27,25-34,Rangpur,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-10-19,,Active at FY2025 year-end,Md. Shahidul Islam,49000
MG-GZP-PRD-0231,Shafiq Sultana,Male,,,,,,Production,production,CC-101,Shift Supervisor,Senior Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-20,2025-10-12,Separated during FY2025,Md. Shahidul Islam,
MG-GZP-PRD-0233,Saiful Alam,Male,33,25-34,Chattogram,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-08-08,,Active at FY2025 year-end,Abdul Karim,44500
MG-GZP-PRD-0238,Shuvo Khan,Male,35,35-44,Khulna,No,Professional Certification,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-12,,Active at FY2025 year-end,Md. Shahidul Islam,71500
